MaxErr,SKO,Span,s22,c22,s31,c31
1.48E-06,0.194722,1.2037,-0.1,-0.3,-0.1,0.4
9.82E-07,0.194722,1.13242,-0.1,0.3,-0.1,0.4
1.09E-06,0.194722,1.13242,0.1,-0.3,-0.1,0.4
8.28E-07,0.194722,1.2037,0.1,0.3,-0.1,0.4
1.25E-06,0.194722,1.1959,0.3,-0.1,-0.1,0.4
1.17E-06,0.194722,1.22531,-0.3,-0.1,0.1,-0.4
6.69E-07,0.194722,1.1959,-0.3,0.1,0.1,-0.4
1.48E-06,0.194722,1.2037,-0.1,-0.3,0.1,-0.4
9.82E-07,0.194722,1.13242,-0.1,0.3,0.1,-0.4
1.09E-06,0.194722,1.13242,0.1,-0.3,0.1,-0.4
8.28E-07,0.194722,1.2037,0.1,0.3,0.1,-0.4
1.25E-06,0.194722,1.1959,0.3,-0.1,0.1,-0.4
1.25E-06,0.194722,1.1959,-0.3,-0.1,0.1,0.4
9.24E-07,0.194722,1.22531,-0.3,0.1,0.1,0.4
1.09E-06,0.194722,1.13242,-0.1,-0.3,0.1,0.4
8.28E-07,0.194722,1.2037,-0.1,0.3,0.1,0.4
1.48E-06,0.194722,1.2037,0.1,-0.3,0.1,0.4
9.82E-07,0.194722,1.13242,0.1,0.3,0.1,0.4
1.17E-06,0.194722,1.22531,0.3,-0.1,0.1,0.4
7.44E-07,0.194722,1.22034,-0.3,-0.2,0.2,-0.3
6.52E-07,0.194722,1.13128,-0.3,0.2,0.2,-0.3
1.03E-06,0.194722,1.24448,-0.2,-0.3,0.2,-0.3
1.24E-06,0.194722,1.18686,-0.2,0.3,0.2,-0.3
1.07E-06,0.194722,1.18686,0.2,-0.3,0.2,-0.3
9.02E-07,0.194722,1.24448,0.2,0.3,0.2,-0.3
8.36E-07,0.194722,1.13128,0.3,-0.2,0.2,-0.3
8.36E-07,0.194722,1.13128,-0.3,-0.2,0.2,0.3
1.16E-06,0.194722,1.22034,-0.3,0.2,0.2,0.3
1.07E-06,0.194722,1.18686,-0.2,-0.3,0.2,0.3
9.02E-07,0.194722,1.24448,-0.2,0.3,0.2,0.3
1.03E-06,0.194722,1.24448,0.2,-0.3,0.2,0.3
1.24E-06,0.194722,1.18686,0.2,0.3,0.2,0.3
7.44E-07,0.194722,1.22034,0.3,-0.2,0.2,0.3
6.52E-07,0.194722,1.13128,-0.3,-0.2,0.3,-0.2
7.44E-07,0.194722,1.22034,-0.3,0.2,0.3,-0.2
1.03E-06,0.194722,1.24448,-0.2,0.3,0.3,-0.2
9.02E-07,0.194722,1.24448,0.2,-0.3,0.3,-0.2
1.16E-06,0.194722,1.22034,0.3,-0.2,0.3,-0.2
1.16E-06,0.194722,1.22034,-0.3,-0.2,0.3,0.2
8.36E-07,0.194722,1.13128,-0.3,0.2,0.3,0.2
9.02E-07,0.194722,1.24448,-0.2,-0.3,0.3,0.2
1.03E-06,0.194722,1.24448,0.2,0.3,0.3,0.2
6.52E-07,0.194722,1.13128,0.3,-0.2,0.3,0.2
1.17E-06,0.194722,1.22531,-0.3,0.1,0.4,-0.1
9.24E-07,0.194722,1.22531,0.3,-0.1,0.4,-0.1
9.24E-07,0.194722,1.22531,-0.3,-0.1,0.4,0.1
1.30E-06,0.195789,1.24177,-0.2,-0.2,-0.4,-0.2
1.41E-06,0.195789,1.24177,-0.2,0.2,-0.4,0.2
1.30E-06,0.195789,1.24177,0.2,-0.2,-0.4,0.2
1.80E-06,0.195789,1.09346,-0.2,-0.2,-0.2,-0.4
1.30E-06,0.195789,1.24177,-0.2,0.2,-0.2,-0.4
6.29E-07,0.195789,1.13993,-0.4,-0.1,-0.2,-0.2
6.29E-07,0.195789,1.13993,-0.4,0.1,-0.2,-0.2
6.45E-07,0.195789,1.2074,-0.1,-0.4,-0.2,-0.2
6.45E-07,0.195789,1.2074,-0.1,0.4,-0.2,-0.2
9.51E-07,0.195789,1.2074,0.1,-0.4,-0.2,-0.2
9.51E-07,0.195789,1.2074,0.1,0.4,-0.2,-0.2
7.23E-07,0.195789,1.13993,0.4,-0.1,-0.2,-0.2
7.23E-07,0.195789,1.13993,-0.4,-0.1,-0.2,0.2
7.23E-07,0.195789,1.13993,-0.4,0.1,-0.2,0.2
9.51E-07,0.195789,1.2074,-0.1,-0.4,-0.2,0.2
9.51E-07,0.195789,1.2074,-0.1,0.4,-0.2,0.2
6.45E-07,0.195789,1.2074,0.1,-0.4,-0.2,0.2
6.45E-07,0.195789,1.2074,0.1,0.4,-0.2,0.2
6.29E-07,0.195789,1.13993,0.4,-0.1,-0.2,0.2
1.12E-06,0.195789,1.09346,-0.2,0.2,-0.2,0.4
1.80E-06,0.195789,1.09346,0.2,-0.2,-0.2,0.4
1.12E-06,0.195789,1.09346,-0.2,0.2,0.2,-0.4
1.80E-06,0.195789,1.09346,0.2,-0.2,0.2,-0.4
7.23E-07,0.195789,1.13993,-0.4,-0.1,0.2,-0.2
7.23E-07,0.195789,1.13993,-0.4,0.1,0.2,-0.2
9.51E-07,0.195789,1.2074,-0.1,-0.4,0.2,-0.2
9.51E-07,0.195789,1.2074,-0.1,0.4,0.2,-0.2
6.45E-07,0.195789,1.2074,0.1,-0.4,0.2,-0.2
6.45E-07,0.195789,1.2074,0.1,0.4,0.2,-0.2
6.29E-07,0.195789,1.13993,0.4,-0.1,0.2,-0.2
6.29E-07,0.195789,1.13993,-0.4,-0.1,0.2,0.2
6.29E-07,0.195789,1.13993,-0.4,0.1,0.2,0.2
6.45E-07,0.195789,1.2074,-0.1,-0.4,0.2,0.2
6.45E-07,0.195789,1.2074,-0.1,0.4,0.2,0.2
9.51E-07,0.195789,1.2074,0.1,-0.4,0.2,0.2
9.51E-07,0.195789,1.2074,0.1,0.4,0.2,0.2
7.23E-07,0.195789,1.13993,0.4,-0.1,0.2,0.2
1.80E-06,0.195789,1.09346,-0.2,-0.2,0.2,0.4
1.30E-06,0.195789,1.24177,-0.2,0.2,0.2,0.4
1.41E-06,0.195789,1.24177,-0.2,0.2,0.4,-0.2
1.30E-06,0.195789,1.24177,0.2,-0.2,0.4,-0.2
1.30E-06,0.195789,1.24177,-0.2,-0.2,0.4,0.2
1.59E-06,0.197906,1.16003,-0.3,-0.1,-0.3,-0.3
8.11E-07,0.197906,1.25412,-0.1,-0.3,-0.3,-0.3
8.11E-07,0.197906,1.25412,-0.1,0.3,-0.3,-0.3
9.66E-07,0.197906,1.25412,0.1,-0.3,-0.3,-0.3
9.66E-07,0.197906,1.25412,0.1,0.3,-0.3,-0.3
9.66E-07,0.197906,1.25412,-0.1,-0.3,-0.3,0.3
9.66E-07,0.197906,1.25412,-0.1,0.3,-0.3,0.3
8.11E-07,0.197906,1.25412,0.1,-0.3,-0.3,0.3
8.11E-07,0.197906,1.25412,0.1,0.3,-0.3,0.3
1.59E-06,0.197906,1.16003,0.3,-0.1,-0.3,0.3
9.66E-07,0.197906,1.25412,-0.1,-0.3,0.3,-0.3
9.66E-07,0.197906,1.25412,-0.1,0.3,0.3,-0.3
8.11E-07,0.197906,1.25412,0.1,-0.3,0.3,-0.3
8.11E-07,0.197906,1.25412,0.1,0.3,0.3,-0.3
1.59E-06,0.197906,1.16003,0.3,-0.1,0.3,-0.3
1.59E-06,0.197906,1.16003,-0.3,-0.1,0.3,0.3
8.11E-07,0.197906,1.25412,-0.1,-0.3,0.3,0.3
8.11E-07,0.197906,1.25412,-0.1,0.3,0.3,0.3
9.66E-07,0.197906,1.25412,0.1,-0.3,0.3,0.3
9.66E-07,0.197906,1.25412,0.1,0.3,0.3,0.3
1.95E-06,0.198956,1.15152,-0.1,-0.1,-0.5,-0.2
1.77E-06,0.198956,1.05289,-0.1,0.1,-0.5,-0.2
1.91E-06,0.198956,1.15152,0.1,0.1,-0.5,-0.2
1.91E-06,0.198956,1.15152,-0.1,0.1,-0.5,0.2
1.95E-06,0.198956,1.15152,0.1,-0.1,-0.5,0.2
1.77E-06,0.198956,1.05289,0.1,0.1,-0.5,0.2
2.61E-06,0.198956,1.18174,-0.2,-0.1,-0.4,-0.3
1.59E-06,0.198956,1.21752,-0.1,-0.2,-0.4,-0.3
1.49E-06,0.198956,1.21752,0.1,0.2,-0.4,-0.3
1.49E-06,0.198956,1.21752,-0.1,0.2,-0.4,0.3
1.59E-06,0.198956,1.21752,0.1,-0.2,-0.4,0.3
2.61E-06,0.198956,1.18174,0.2,-0.1,-0.4,0.3
2.50E-06,0.198956,1.08736,-0.2,-0.1,-0.3,-0.4
2.28E-06,0.198956,1.19144,-0.1,-0.2,-0.3,-0.4
1.59E-06,0.198956,1.21752,-0.1,0.2,-0.3,-0.4
1.49E-06,0.198956,1.21752,0.1,-0.2,-0.3,-0.4
2.08E-06,0.198956,1.19144,0.1,0.2,-0.3,-0.4
1.49E-06,0.198956,1.21752,-0.1,-0.2,-0.3,0.4
2.08E-06,0.198956,1.19144,-0.1,0.2,-0.3,0.4
2.28E-06,0.198956,1.19144,0.1,-0.2,-0.3,0.4
1.59E-06,0.198956,1.21752,0.1,0.2,-0.3,0.4
2.50E-06,0.198956,1.08736,0.2,-0.1,-0.3,0.4
1.77E-06,0.198956,1.05289,-0.1,-0.1,-0.2,-0.5
1.95E-06,0.198956,1.15152,-0.1,0.1,-0.2,-0.5
1.91E-06,0.198956,1.15152,0.1,-0.1,-0.2,-0.5
1.80E-06,0.198956,1.05289,0.1,0.1,-0.2,-0.5
1.06E-06,0.198956,1.18718,-0.4,-0.2,-0.2,-0.1
5.21E-07,0.198956,1.1307,-0.4,0.2,-0.2,-0.1
6.99E-07,0.198956,1.207,-0.2,-0.4,-0.2,-0.1
6.18E-07,0.198956,1.16001,-0.2,0.4,-0.2,-0.1
8.99E-07,0.198956,1.207,0.2,0.4,-0.2,-0.1
7.81E-07,0.198956,1.1307,0.4,-0.2,-0.2,-0.1
7.81E-07,0.198956,1.1307,-0.4,-0.2,-0.2,0.1
7.07E-07,0.198956,1.18718,-0.4,0.2,-0.2,0.1
1.04E-06,0.198956,1.16001,-0.2,-0.4,-0.2,0.1
8.99E-07,0.198956,1.207,-0.2,0.4,-0.2,0.1
6.18E-07,0.198956,1.16001,0.2,0.4,-0.2,0.1
1.06E-06,0.198956,1.18718,0.4,-0.2,-0.2,0.1
1.91E-06,0.198956,1.15152,-0.1,-0.1,-0.2,0.5
1.80E-06,0.198956,1.05289,-0.1,0.1,-0.2,0.5
1.77E-06,0.198956,1.05289,0.1,-0.1,-0.2,0.5
5.21E-07,0.198956,1.1307,-0.4,-0.2,-0.1,-0.2
1.06E-06,0.198956,1.18718,-0.4,0.2,-0.1,-0.2
6.18E-07,0.198956,1.16001,-0.2,-0.4,-0.1,-0.2
6.99E-07,0.198956,1.207,-0.2,0.4,-0.1,-0.2
1.04E-06,0.198956,1.16001,0.2,0.4,-0.1,-0.2
7.07E-07,0.198956,1.18718,0.4,-0.2,-0.1,-0.2
7.07E-07,0.198956,1.18718,-0.4,-0.2,-0.1,0.2
7.81E-07,0.198956,1.1307,-0.4,0.2,-0.1,0.2
8.99E-07,0.198956,1.207,-0.2,-0.4,-0.1,0.2
1.04E-06,0.198956,1.16001,-0.2,0.4,-0.1,0.2
6.99E-07,0.198956,1.207,0.2,0.4,-0.1,0.2
5.21E-07,0.198956,1.1307,0.4,-0.2,-0.1,0.2
7.07E-07,0.198956,1.18718,-0.4,-0.2,0.1,-0.2
7.81E-07,0.198956,1.1307,-0.4,0.2,0.1,-0.2
8.99E-07,0.198956,1.207,-0.2,-0.4,0.1,-0.2
1.04E-06,0.198956,1.16001,-0.2,0.4,0.1,-0.2
6.99E-07,0.198956,1.207,0.2,0.4,0.1,-0.2
5.21E-07,0.198956,1.1307,0.4,-0.2,0.1,-0.2
5.21E-07,0.198956,1.1307,-0.4,-0.2,0.1,0.2
1.06E-06,0.198956,1.18718,-0.4,0.2,0.1,0.2
6.18E-07,0.198956,1.16001,-0.2,-0.4,0.1,0.2
6.99E-07,0.198956,1.207,-0.2,0.4,0.1,0.2
1.04E-06,0.198956,1.16001,0.2,0.4,0.1,0.2
7.07E-07,0.198956,1.18718,0.4,-0.2,0.1,0.2
1.91E-06,0.198956,1.15152,-0.1,-0.1,0.2,-0.5
1.80E-06,0.198956,1.05289,-0.1,0.1,0.2,-0.5
1.77E-06,0.198956,1.05289,0.1,-0.1,0.2,-0.5
1.95E-06,0.198956,1.15152,0.1,0.1,0.2,-0.5
7.81E-07,0.198956,1.1307,-0.4,-0.2,0.2,-0.1
7.07E-07,0.198956,1.18718,-0.4,0.2,0.2,-0.1
1.04E-06,0.198956,1.16001,-0.2,-0.4,0.2,-0.1
8.99E-07,0.198956,1.207,-0.2,0.4,0.2,-0.1
6.18E-07,0.198956,1.16001,0.2,0.4,0.2,-0.1
1.06E-06,0.198956,1.18718,0.4,-0.2,0.2,-0.1
1.06E-06,0.198956,1.18718,-0.4,-0.2,0.2,0.1
5.21E-07,0.198956,1.1307,-0.4,0.2,0.2,0.1
6.99E-07,0.198956,1.207,-0.2,-0.4,0.2,0.1
6.18E-07,0.198956,1.16001,-0.2,0.4,0.2,0.1
8.99E-07,0.198956,1.207,0.2,0.4,0.2,0.1
7.81E-07,0.198956,1.1307,0.4,-0.2,0.2,0.1
1.77E-06,0.198956,1.05289,-0.1,-0.1,0.2,0.5
1.95E-06,0.198956,1.15152,-0.1,0.1,0.2,0.5
1.91E-06,0.198956,1.15152,0.1,-0.1,0.2,0.5
1.49E-06,0.198956,1.21752,-0.1,-0.2,0.3,-0.4
2.08E-06,0.198956,1.19144,-0.1,0.2,0.3,-0.4
2.28E-06,0.198956,1.19144,0.1,-0.2,0.3,-0.4
1.59E-06,0.198956,1.21752,0.1,0.2,0.3,-0.4
2.50E-06,0.198956,1.08736,0.2,-0.1,0.3,-0.4
2.50E-06,0.198956,1.08736,-0.2,-0.1,0.3,0.4
2.28E-06,0.198956,1.19144,-0.1,-0.2,0.3,0.4
1.59E-06,0.198956,1.21752,-0.1,0.2,0.3,0.4
1.49E-06,0.198956,1.21752,0.1,-0.2,0.3,0.4
2.08E-06,0.198956,1.19144,0.1,0.2,0.3,0.4
1.49E-06,0.198956,1.21752,-0.1,0.2,0.4,-0.3
1.59E-06,0.198956,1.21752,0.1,-0.2,0.4,-0.3
2.61E-06,0.198956,1.18174,0.2,-0.1,0.4,-0.3
2.61E-06,0.198956,1.18174,-0.2,-0.1,0.4,0.3
1.59E-06,0.198956,1.21752,-0.1,-0.2,0.4,0.3
1.49E-06,0.198956,1.21752,0.1,0.2,0.4,0.3
1.91E-06,0.198956,1.15152,-0.1,0.1,0.5,-0.2
1.95E-06,0.198956,1.15152,0.1,-0.1,0.5,-0.2
1.77E-06,0.198956,1.05289,0.1,0.1,0.5,-0.2
1.95E-06,0.198956,1.15152,-0.1,-0.1,0.5,0.2
1.77E-06,0.198956,1.05289,-0.1,0.1,0.5,0.2
3.36E-07,0.2,1.21177,-0.3,-0.3,-0.2,-0.2
3.36E-07,0.2,1.21177,-0.3,0.3,-0.2,-0.2
6.70E-07,0.2,1.21177,0.3,-0.3,-0.2,-0.2
6.70E-07,0.2,1.21177,-0.3,-0.3,-0.2,0.2
6.70E-07,0.2,1.21177,-0.3,0.3,-0.2,0.2
3.36E-07,0.2,1.21177,0.3,-0.3,-0.2,0.2
6.70E-07,0.2,1.21177,-0.3,-0.3,0.2,-0.2
6.70E-07,0.2,1.21177,-0.3,0.3,0.2,-0.2
3.36E-07,0.2,1.21177,0.3,-0.3,0.2,-0.2
3.36E-07,0.2,1.21177,-0.3,-0.3,0.2,0.2
3.36E-07,0.2,1.21177,-0.3,0.3,0.2,0.2
6.70E-07,0.2,1.21177,0.3,-0.3,0.2,0.2
1.52E-06,0.202073,1.23674,-0.2,-0.1,-0.5,-0.1
1.71E-06,0.202073,1.18342,-0.2,0.1,-0.5,-0.1
2.03E-06,0.202073,1.23674,-0.2,0.1,-0.5,0.1
1.52E-06,0.202073,1.23674,0.2,-0.1,-0.5,0.1
1.19E-06,0.202073,1.2533,-0.4,-0.1,-0.3,-0.1
5.93E-07,0.202073,1.22571,-0.4,0.1,-0.3,-0.1
9.48E-07,0.202073,1.24617,-0.1,-0.4,-0.3,-0.1
5.25E-07,0.202073,1.24617,0.1,0.4,-0.3,-0.1
1.23E-06,0.202073,1.22571,0.4,-0.1,-0.3,-0.1
1.23E-06,0.202073,1.22571,-0.4,-0.1,-0.3,0.1
7.65E-07,0.202073,1.2533,-0.4,0.1,-0.3,0.1
5.25E-07,0.202073,1.24617,-0.1,0.4,-0.3,0.1
9.48E-07,0.202073,1.24617,0.1,-0.4,-0.3,0.1
1.19E-06,0.202073,1.2533,0.4,-0.1,-0.3,0.1
1.71E-06,0.202073,1.18342,-0.2,-0.1,-0.1,-0.5
1.52E-06,0.202073,1.23674,-0.2,0.1,-0.1,-0.5
2.88E-06,0.202073,1.09201,-0.1,-0.2,-0.1,-0.5
2.43E-06,0.202073,1.2089,-0.1,0.2,-0.1,-0.5
2.73E-06,0.202073,1.2089,0.1,-0.2,-0.1,-0.5
1.91E-06,0.202073,1.09201,0.1,0.2,-0.1,-0.5
2.03E-06,0.202073,1.23674,0.2,-0.1,-0.1,-0.5
5.93E-07,0.202073,1.22571,-0.4,-0.1,-0.1,-0.3
1.19E-06,0.202073,1.2533,-0.4,0.1,-0.1,-0.3
9.90E-07,0.202073,1.2074,-0.1,-0.4,-0.1,-0.3
9.48E-07,0.202073,1.24617,-0.1,0.4,-0.1,-0.3
5.25E-07,0.202073,1.24617,0.1,-0.4,-0.1,-0.3
1.15E-06,0.202073,1.2074,0.1,0.4,-0.1,-0.3
7.65E-07,0.202073,1.2533,0.4,-0.1,-0.1,-0.3
7.65E-07,0.202073,1.2533,-0.4,-0.1,-0.1,0.3
1.23E-06,0.202073,1.22571,-0.4,0.1,-0.1,0.3
5.25E-07,0.202073,1.24617,-0.1,-0.4,-0.1,0.3
1.15E-06,0.202073,1.2074,-0.1,0.4,-0.1,0.3
9.90E-07,0.202073,1.2074,0.1,-0.4,-0.1,0.3
9.48E-07,0.202073,1.24617,0.1,0.4,-0.1,0.3
5.93E-07,0.202073,1.22571,0.4,-0.1,-0.1,0.3
2.03E-06,0.202073,1.23674,-0.2,-0.1,-0.1,0.5
1.80E-06,0.202073,1.18342,-0.2,0.1,-0.1,0.5
2.73E-06,0.202073,1.2089,-0.1,-0.2,-0.1,0.5
1.91E-06,0.202073,1.09201,-0.1,0.2,-0.1,0.5
2.88E-06,0.202073,1.09201,0.1,-0.2,-0.1,0.5
2.43E-06,0.202073,1.2089,0.1,0.2,-0.1,0.5
1.71E-06,0.202073,1.18342,0.2,-0.1,-0.1,0.5
2.03E-06,0.202073,1.23674,-0.2,-0.1,0.1,-0.5
1.80E-06,0.202073,1.18342,-0.2,0.1,0.1,-0.5
2.73E-06,0.202073,1.2089,-0.1,-0.2,0.1,-0.5
1.91E-06,0.202073,1.09201,-0.1,0.2,0.1,-0.5
2.88E-06,0.202073,1.09201,0.1,-0.2,0.1,-0.5
2.43E-06,0.202073,1.2089,0.1,0.2,0.1,-0.5
1.71E-06,0.202073,1.18342,0.2,-0.1,0.1,-0.5
7.65E-07,0.202073,1.2533,-0.4,-0.1,0.1,-0.3
1.23E-06,0.202073,1.22571,-0.4,0.1,0.1,-0.3
5.25E-07,0.202073,1.24617,-0.1,-0.4,0.1,-0.3
1.15E-06,0.202073,1.2074,-0.1,0.4,0.1,-0.3
9.90E-07,0.202073,1.2074,0.1,-0.4,0.1,-0.3
9.48E-07,0.202073,1.24617,0.1,0.4,0.1,-0.3
5.93E-07,0.202073,1.22571,0.4,-0.1,0.1,-0.3
5.93E-07,0.202073,1.22571,-0.4,-0.1,0.1,0.3
1.19E-06,0.202073,1.2533,-0.4,0.1,0.1,0.3
9.90E-07,0.202073,1.2074,-0.1,-0.4,0.1,0.3
9.48E-07,0.202073,1.24617,-0.1,0.4,0.1,0.3
5.25E-07,0.202073,1.24617,0.1,-0.4,0.1,0.3
1.15E-06,0.202073,1.2074,0.1,0.4,0.1,0.3
7.65E-07,0.202073,1.2533,0.4,-0.1,0.1,0.3
1.71E-06,0.202073,1.18342,-0.2,-0.1,0.1,0.5
1.52E-06,0.202073,1.23674,-0.2,0.1,0.1,0.5
2.88E-06,0.202073,1.09201,-0.1,-0.2,0.1,0.5
2.43E-06,0.202073,1.2089,-0.1,0.2,0.1,0.5
2.73E-06,0.202073,1.2089,0.1,-0.2,0.1,0.5
1.91E-06,0.202073,1.09201,0.1,0.2,0.1,0.5
2.03E-06,0.202073,1.23674,0.2,-0.1,0.1,0.5
1.23E-06,0.202073,1.22571,-0.4,-0.1,0.3,-0.1
7.65E-07,0.202073,1.2533,-0.4,0.1,0.3,-0.1
5.25E-07,0.202073,1.24617,-0.1,0.4,0.3,-0.1
9.48E-07,0.202073,1.24617,0.1,-0.4,0.3,-0.1
1.19E-06,0.202073,1.2533,0.4,-0.1,0.3,-0.1
1.19E-06,0.202073,1.2533,-0.4,-0.1,0.3,0.1
5.93E-07,0.202073,1.22571,-0.4,0.1,0.3,0.1
9.48E-07,0.202073,1.24617,-0.1,-0.4,0.3,0.1
5.25E-07,0.202073,1.24617,0.1,0.4,0.3,0.1
1.23E-06,0.202073,1.22571,0.4,-0.1,0.3,0.1
2.03E-06,0.202073,1.23674,-0.2,0.1,0.5,-0.1
1.52E-06,0.202073,1.23674,0.2,-0.1,0.5,-0.1
1.52E-06,0.202073,1.23674,-0.2,-0.1,0.5,0.1
1.71E-06,0.202073,1.18342,-0.2,0.1,0.5,0.1
1.14E-06,0.204124,1.26541,-0.3,-0.1,-0.4,-0.2
8.06E-07,0.204124,1.27808,0.1,0.3,-0.4,-0.2
8.06E-07,0.204124,1.27808,-0.1,0.3,-0.4,0.2
1.14E-06,0.204124,1.26541,0.3,-0.1,-0.4,0.2
1.24E-06,0.204124,1.18906,-0.3,-0.1,-0.2,-0.4
1.14E-06,0.204124,1.26541,-0.3,0.1,-0.2,-0.4
1.17E-06,0.204124,1.24586,-0.1,-0.3,-0.2,-0.4
9.03E-07,0.204124,1.27808,-0.1,0.3,-0.2,-0.4
8.06E-07,0.204124,1.27808,0.1,-0.3,-0.2,-0.4
8.70E-07,0.204124,1.24586,0.1,0.3,-0.2,-0.4
8.06E-07,0.204124,1.27808,-0.1,-0.3,-0.2,0.4
8.70E-07,0.204124,1.24586,-0.1,0.3,-0.2,0.4
1.17E-06,0.204124,1.24586,0.1,-0.3,-0.2,0.4
9.03E-07,0.204124,1.27808,0.1,0.3,-0.2,0.4
1.24E-06,0.204124,1.18906,0.3,-0.1,-0.2,0.4
8.06E-07,0.204124,1.27808,-0.1,-0.3,0.2,-0.4
8.70E-07,0.204124,1.24586,-0.1,0.3,0.2,-0.4
1.17E-06,0.204124,1.24586,0.1,-0.3,0.2,-0.4
9.03E-07,0.204124,1.27808,0.1,0.3,0.2,-0.4
1.24E-06,0.204124,1.18906,0.3,-0.1,0.2,-0.4
1.24E-06,0.204124,1.18906,-0.3,-0.1,0.2,0.4
1.14E-06,0.204124,1.26541,-0.3,0.1,0.2,0.4
1.17E-06,0.204124,1.24586,-0.1,-0.3,0.2,0.4
9.03E-07,0.204124,1.27808,-0.1,0.3,0.2,0.4
8.06E-07,0.204124,1.27808,0.1,-0.3,0.2,0.4
8.70E-07,0.204124,1.24586,0.1,0.3,0.2,0.4
8.06E-07,0.204124,1.27808,-0.1,0.3,0.4,-0.2
1.14E-06,0.204124,1.26541,0.3,-0.1,0.4,-0.2
1.14E-06,0.204124,1.26541,-0.3,-0.1,0.4,0.2
8.06E-07,0.204124,1.27808,0.1,0.3,0.4,0.2
8.45E-07,0.206155,1.29294,-0.3,-0.3,-0.3,-0.1
4.53E-07,0.206155,1.19277,-0.3,0.3,-0.3,-0.1
5.88E-07,0.206155,1.29294,-0.3,0.3,-0.3,0.1
8.45E-07,0.206155,1.29294,0.3,-0.3,-0.3,0.1
4.53E-07,0.206155,1.19277,-0.3,-0.3,-0.1,-0.3
8.45E-07,0.206155,1.29294,-0.3,0.3,-0.1,-0.3
5.88E-07,0.206155,1.29294,0.3,-0.3,-0.1,-0.3
5.88E-07,0.206155,1.29294,-0.3,-0.3,-0.1,0.3
1.14E-06,0.206155,1.19277,-0.3,0.3,-0.1,0.3
4.53E-07,0.206155,1.19277,0.3,-0.3,-0.1,0.3
5.88E-07,0.206155,1.29294,-0.3,-0.3,0.1,-0.3
1.14E-06,0.206155,1.19277,-0.3,0.3,0.1,-0.3
4.53E-07,0.206155,1.19277,0.3,-0.3,0.1,-0.3
4.53E-07,0.206155,1.19277,-0.3,-0.3,0.1,0.3
8.45E-07,0.206155,1.29294,-0.3,0.3,0.1,0.3
5.88E-07,0.206155,1.29294,0.3,-0.3,0.1,0.3
5.88E-07,0.206155,1.29294,-0.3,0.3,0.3,-0.1
8.45E-07,0.206155,1.29294,0.3,-0.3,0.3,-0.1
8.45E-07,0.206155,1.29294,-0.3,-0.3,0.3,0.1
4.53E-07,0.206155,1.19277,-0.3,0.3,0.3,0.1
7.16E-07,0.207163,1.32337,-0.3,-0.2,-0.4,-0.1
6.19E-07,0.207163,1.32337,-0.3,0.2,-0.4,0.1
7.16E-07,0.207163,1.32337,0.3,-0.2,-0.4,0.1
1.46E-06,0.207163,1.23832,-0.3,-0.2,-0.1,-0.4
7.16E-07,0.207163,1.32337,-0.3,0.2,-0.1,-0.4
1.25E-06,0.207163,1.18522,-0.2,-0.3,-0.1,-0.4
1.18E-06,0.207163,1.3131,-0.2,0.3,-0.1,-0.4
1.43E-06,0.207163,1.3131,0.2,-0.3,-0.1,-0.4
1.23E-06,0.207163,1.18522,0.2,0.3,-0.1,-0.4
6.19E-07,0.207163,1.32337,0.3,-0.2,-0.1,-0.4
6.19E-07,0.207163,1.32337,-0.3,-0.2,-0.1,0.4
7.97E-07,0.207163,1.23832,-0.3,0.2,-0.1,0.4
1.43E-06,0.207163,1.3131,-0.2,-0.3,-0.1,0.4
1.23E-06,0.207163,1.18522,-0.2,0.3,-0.1,0.4
1.25E-06,0.207163,1.18522,0.2,-0.3,-0.1,0.4
1.18E-06,0.207163,1.3131,0.2,0.3,-0.1,0.4
1.46E-06,0.207163,1.23832,0.3,-0.2,-0.1,0.4
6.19E-07,0.207163,1.32337,-0.3,-0.2,0.1,-0.4
7.97E-07,0.207163,1.23832,-0.3,0.2,0.1,-0.4
1.43E-06,0.207163,1.3131,-0.2,-0.3,0.1,-0.4
1.23E-06,0.207163,1.18522,-0.2,0.3,0.1,-0.4
1.25E-06,0.207163,1.18522,0.2,-0.3,0.1,-0.4
1.18E-06,0.207163,1.3131,0.2,0.3,0.1,-0.4
1.46E-06,0.207163,1.23832,0.3,-0.2,0.1,-0.4
1.46E-06,0.207163,1.23832,-0.3,-0.2,0.1,0.4
7.16E-07,0.207163,1.32337,-0.3,0.2,0.1,0.4
1.25E-06,0.207163,1.18522,-0.2,-0.3,0.1,0.4
1.18E-06,0.207163,1.3131,-0.2,0.3,0.1,0.4
1.43E-06,0.207163,1.3131,0.2,-0.3,0.1,0.4
1.23E-06,0.207163,1.18522,0.2,0.3,0.1,0.4
6.19E-07,0.207163,1.32337,0.3,-0.2,0.1,0.4
6.19E-07,0.207163,1.32337,-0.3,0.2,0.4,-0.1
7.16E-07,0.207163,1.32337,0.3,-0.2,0.4,-0.1
7.16E-07,0.207163,1.32337,-0.3,-0.2,0.4,0.1
3.23E-06,0.208167,1.17995,-0.1,-0.1,-0.4,-0.4
3.23E-06,0.208167,1.17995,-0.1,0.1,-0.4,-0.4
3.10E-06,0.208167,1.17995,0.1,0.1,-0.4,-0.4
3.10E-06,0.208167,1.17995,-0.1,0.1,-0.4,0.4
3.23E-06,0.208167,1.17995,0.1,-0.1,-0.4,0.4
