MaxErr,SKO,Span,s22,c22,s31,c31
8.37E-07,0.208167,1.22971,-0.4,-0.2,-0.2,-0.2
8.37E-07,0.208167,1.22971,-0.4,0.2,-0.2,-0.2
5.75E-07,0.208167,1.28382,-0.2,-0.4,-0.2,-0.2
5.75E-07,0.208167,1.28382,-0.2,0.4,-0.2,-0.2
6.81E-07,0.208167,1.28382,0.2,0.4,-0.2,-0.2
1.04E-06,0.208167,1.22971,0.4,-0.2,-0.2,-0.2
1.04E-06,0.208167,1.22971,-0.4,-0.2,-0.2,0.2
1.04E-06,0.208167,1.22971,-0.4,0.2,-0.2,0.2
6.81E-07,0.208167,1.28382,-0.2,-0.4,-0.2,0.2
6.81E-07,0.208167,1.28382,-0.2,0.4,-0.2,0.2
5.75E-07,0.208167,1.28382,0.2,0.4,-0.2,0.2
8.37E-07,0.208167,1.22971,0.4,-0.2,-0.2,0.2
1.04E-06,0.208167,1.22971,-0.4,-0.2,0.2,-0.2
1.04E-06,0.208167,1.22971,-0.4,0.2,0.2,-0.2
6.81E-07,0.208167,1.28382,-0.2,-0.4,0.2,-0.2
6.81E-07,0.208167,1.28382,-0.2,0.4,0.2,-0.2
5.75E-07,0.208167,1.28382,0.2,0.4,0.2,-0.2
8.37E-07,0.208167,1.22971,0.4,-0.2,0.2,-0.2
8.37E-07,0.208167,1.22971,-0.4,-0.2,0.2,0.2
8.37E-07,0.208167,1.22971,-0.4,0.2,0.2,0.2
5.75E-07,0.208167,1.28382,-0.2,-0.4,0.2,0.2
5.75E-07,0.208167,1.28382,-0.2,0.4,0.2,0.2
6.81E-07,0.208167,1.28382,0.2,0.4,0.2,0.2
1.04E-06,0.208167,1.22971,0.4,-0.2,0.2,0.2
3.10E-06,0.208167,1.17995,-0.1,0.1,0.4,-0.4
3.23E-06,0.208167,1.17995,0.1,-0.1,0.4,-0.4
3.23E-06,0.208167,1.17995,0.1,0.1,0.4,-0.4
3.23E-06,0.208167,1.17995,-0.1,-0.1,0.4,0.4
3.23E-06,0.208167,1.17995,-0.1,0.1,0.4,0.4
1.31E-06,0.210159,1.27827,-0.3,-0.2,-0.3,-0.3
1.41E-06,0.210159,1.31864,-0.2,-0.3,-0.3,-0.3
1.35E-06,0.210159,1.31864,0.2,0.3,-0.3,-0.3
1.35E-06,0.210159,1.31864,-0.2,0.3,-0.3,0.3
1.41E-06,0.210159,1.31864,0.2,-0.3,-0.3,0.3
1.31E-06,0.210159,1.27827,0.3,-0.2,-0.3,0.3
6.87E-07,0.210159,1.16045,-0.4,-0.3,-0.1,-0.1
6.87E-07,0.210159,1.16045,-0.4,0.3,-0.1,-0.1
8.04E-07,0.210159,1.17831,-0.3,-0.4,-0.1,-0.1
8.04E-07,0.210159,1.17831,-0.3,0.4,-0.1,-0.1
7.56E-07,0.210159,1.17831,0.3,0.4,-0.1,-0.1
1.17E-06,0.210159,1.16045,0.4,-0.3,-0.1,-0.1
1.17E-06,0.210159,1.16045,-0.4,-0.3,-0.1,0.1
1.17E-06,0.210159,1.16045,-0.4,0.3,-0.1,0.1
7.56E-07,0.210159,1.17831,-0.3,-0.4,-0.1,0.1
7.56E-07,0.210159,1.17831,-0.3,0.4,-0.1,0.1
8.04E-07,0.210159,1.17831,0.3,0.4,-0.1,0.1
6.87E-07,0.210159,1.16045,0.4,-0.3,-0.1,0.1
1.17E-06,0.210159,1.16045,-0.4,-0.3,0.1,-0.1
1.17E-06,0.210159,1.16045,-0.4,0.3,0.1,-0.1
7.56E-07,0.210159,1.17831,-0.3,-0.4,0.1,-0.1
7.56E-07,0.210159,1.17831,-0.3,0.4,0.1,-0.1
8.04E-07,0.210159,1.17831,0.3,0.4,0.1,-0.1
6.87E-07,0.210159,1.16045,0.4,-0.3,0.1,-0.1
6.87E-07,0.210159,1.16045,-0.4,-0.3,0.1,0.1
6.87E-07,0.210159,1.16045,-0.4,0.3,0.1,0.1
8.04E-07,0.210159,1.17831,-0.3,-0.4,0.1,0.1
8.04E-07,0.210159,1.17831,-0.3,0.4,0.1,0.1
7.56E-07,0.210159,1.17831,0.3,0.4,0.1,0.1
1.17E-06,0.210159,1.16045,0.4,-0.3,0.1,0.1
1.35E-06,0.210159,1.31864,-0.2,0.3,0.3,-0.3
1.41E-06,0.210159,1.31864,0.2,-0.3,0.3,-0.3
1.31E-06,0.210159,1.27827,0.3,-0.2,0.3,-0.3
1.31E-06,0.210159,1.27827,-0.3,-0.2,0.3,0.3
1.41E-06,0.210159,1.31864,-0.2,-0.3,0.3,0.3
1.35E-06,0.210159,1.31864,0.2,0.3,0.3,0.3
2.02E-06,0.211148,1.27901,-0.2,-0.1,-0.5,-0.2
1.86E-06,0.211148,1.26999,0.1,0.2,-0.5,-0.2
1.67E-06,0.211148,1.27901,-0.2,0.1,-0.5,0.2
1.86E-06,0.211148,1.26999,-0.1,0.2,-0.5,0.2
2.02E-06,0.211148,1.27901,0.2,-0.1,-0.5,0.2
2.31E-06,0.211148,1.30527,-0.2,-0.2,-0.4,-0.3
2.31E-06,0.211148,1.30527,0.2,-0.2,-0.4,0.3
2.48E-06,0.211148,1.22524,-0.2,-0.2,-0.3,-0.4
9.91E-07,0.211148,1.28023,-0.4,-0.1,-0.3,-0.2
7.39E-07,0.211148,1.22571,-0.4,0.1,-0.3,-0.2
6.05E-07,0.211148,1.32321,-0.1,-0.4,-0.3,-0.2
5.62E-07,0.211148,1.32084,0.1,-0.4,-0.3,-0.2
1.25E-06,0.211148,1.32321,0.1,0.4,-0.3,-0.2
6.05E-07,0.211148,1.22571,0.4,-0.1,-0.3,-0.2
6.05E-07,0.211148,1.22571,-0.4,-0.1,-0.3,0.2
5.62E-07,0.211148,1.32084,-0.1,-0.4,-0.3,0.2
1.25E-06,0.211148,1.32321,-0.1,0.4,-0.3,0.2
6.05E-07,0.211148,1.32321,0.1,-0.4,-0.3,0.2
9.91E-07,0.211148,1.28023,0.4,-0.1,-0.3,0.2
2.48E-06,0.211148,1.22524,0.2,-0.2,-0.3,0.4
2.11E-06,0.211148,1.17157,-0.2,-0.1,-0.2,-0.5
2.02E-06,0.211148,1.27901,-0.2,0.1,-0.2,-0.5
2.46E-06,0.211148,1.17427,-0.1,-0.2,-0.2,-0.5
1.71E-06,0.211148,1.26999,-0.1,0.2,-0.2,-0.5
1.86E-06,0.211148,1.26999,0.1,-0.2,-0.2,-0.5
1.79E-06,0.211148,1.17427,0.1,0.2,-0.2,-0.5
7.39E-07,0.211148,1.22571,-0.4,-0.1,-0.2,-0.3
9.91E-07,0.211148,1.28023,-0.4,0.1,-0.2,-0.3
8.77E-07,0.211148,1.32084,-0.1,-0.4,-0.2,-0.3
6.05E-07,0.211148,1.32321,-0.1,0.4,-0.2,-0.3
1.25E-06,0.211148,1.32321,0.1,-0.4,-0.2,-0.3
5.62E-07,0.211148,1.32084,0.1,0.4,-0.2,-0.3
6.05E-07,0.211148,1.22571,-0.4,0.1,-0.2,0.3
1.25E-06,0.211148,1.32321,-0.1,-0.4,-0.2,0.3
5.62E-07,0.211148,1.32084,-0.1,0.4,-0.2,0.3
8.77E-07,0.211148,1.32084,0.1,-0.4,-0.2,0.3
6.05E-07,0.211148,1.32321,0.1,0.4,-0.2,0.3
7.39E-07,0.211148,1.22571,0.4,-0.1,-0.2,0.3
1.86E-06,0.211148,1.26999,-0.1,-0.2,-0.2,0.5
1.79E-06,0.211148,1.17427,-0.1,0.2,-0.2,0.5
2.46E-06,0.211148,1.17427,0.1,-0.2,-0.2,0.5
1.71E-06,0.211148,1.26999,0.1,0.2,-0.2,0.5
2.11E-06,0.211148,1.17157,0.2,-0.1,-0.2,0.5
1.86E-06,0.211148,1.26999,-0.1,-0.2,0.2,-0.5
1.79E-06,0.211148,1.17427,-0.1,0.2,0.2,-0.5
2.46E-06,0.211148,1.17427,0.1,-0.2,0.2,-0.5
1.71E-06,0.211148,1.26999,0.1,0.2,0.2,-0.5
2.11E-06,0.211148,1.17157,0.2,-0.1,0.2,-0.5
6.05E-07,0.211148,1.22571,-0.4,0.1,0.2,-0.3
1.25E-06,0.211148,1.32321,-0.1,-0.4,0.2,-0.3
5.62E-07,0.211148,1.32084,-0.1,0.4,0.2,-0.3
8.77E-07,0.211148,1.32084,0.1,-0.4,0.2,-0.3
6.05E-07,0.211148,1.32321,0.1,0.4,0.2,-0.3
7.39E-07,0.211148,1.22571,0.4,-0.1,0.2,-0.3
7.39E-07,0.211148,1.22571,-0.4,-0.1,0.2,0.3
9.91E-07,0.211148,1.28023,-0.4,0.1,0.2,0.3
8.77E-07,0.211148,1.32084,-0.1,-0.4,0.2,0.3
6.05E-07,0.211148,1.32321,-0.1,0.4,0.2,0.3
1.25E-06,0.211148,1.32321,0.1,-0.4,0.2,0.3
5.62E-07,0.211148,1.32084,0.1,0.4,0.2,0.3
2.11E-06,0.211148,1.17157,-0.2,-0.1,0.2,0.5
2.02E-06,0.211148,1.27901,-0.2,0.1,0.2,0.5
2.46E-06,0.211148,1.17427,-0.1,-0.2,0.2,0.5
1.71E-06,0.211148,1.26999,-0.1,0.2,0.2,0.5
1.86E-06,0.211148,1.26999,0.1,-0.2,0.2,0.5
1.79E-06,0.211148,1.17427,0.1,0.2,0.2,0.5
2.48E-06,0.211148,1.22524,0.2,-0.2,0.3,-0.4
6.05E-07,0.211148,1.22571,-0.4,-0.1,0.3,-0.2
5.62E-07,0.211148,1.32084,-0.1,-0.4,0.3,-0.2
1.25E-06,0.211148,1.32321,-0.1,0.4,0.3,-0.2
6.05E-07,0.211148,1.32321,0.1,-0.4,0.3,-0.2
9.91E-07,0.211148,1.28023,0.4,-0.1,0.3,-0.2
9.91E-07,0.211148,1.28023,-0.4,-0.1,0.3,0.2
7.39E-07,0.211148,1.22571,-0.4,0.1,0.3,0.2
6.05E-07,0.211148,1.32321,-0.1,-0.4,0.3,0.2
5.62E-07,0.211148,1.32084,0.1,-0.4,0.3,0.2
1.25E-06,0.211148,1.32321,0.1,0.4,0.3,0.2
6.05E-07,0.211148,1.22571,0.4,-0.1,0.3,0.2
2.48E-06,0.211148,1.22524,-0.2,-0.2,0.3,0.4
2.31E-06,0.211148,1.30527,0.2,-0.2,0.4,-0.3
2.31E-06,0.211148,1.30527,-0.2,-0.2,0.4,0.3
1.67E-06,0.211148,1.27901,-0.2,0.1,0.5,-0.2
1.86E-06,0.211148,1.26999,-0.1,0.2,0.5,-0.2
2.02E-06,0.211148,1.27901,0.2,-0.1,0.5,-0.2
2.02E-06,0.211148,1.27901,-0.2,-0.1,0.5,0.2
1.86E-06,0.211148,1.26999,0.1,0.2,0.5,0.2
2.57E-06,0.214087,1.24237,-0.1,-0.1,-0.5,-0.3
2.45E-06,0.214087,1.15029,-0.1,0.1,-0.5,-0.3
2.73E-06,0.214087,1.24237,0.1,0.1,-0.5,-0.3
2.23E-06,0.214087,1.3366,-0.2,0.2,-0.5,0.1
2.73E-06,0.214087,1.24237,-0.1,0.1,-0.5,0.3
2.57E-06,0.214087,1.24237,0.1,-0.1,-0.5,0.3
2.45E-06,0.214087,1.15029,-0.1,-0.1,-0.3,-0.5
2.57E-06,0.214087,1.24237,-0.1,0.1,-0.3,-0.5
2.65E-06,0.214087,1.15029,0.1,0.1,-0.3,-0.5
8.21E-07,0.214087,1.33603,-0.4,-0.2,-0.3,-0.1
5.37E-07,0.214087,1.271,-0.4,0.2,-0.3,-0.1
7.43E-07,0.214087,1.33832,-0.2,-0.4,-0.3,-0.1
6.04E-07,0.214087,1.33832,0.2,0.4,-0.3,-0.1
5.65E-07,0.214087,1.271,0.4,-0.2,-0.3,-0.1
5.65E-07,0.214087,1.271,-0.4,-0.2,-0.3,0.1
8.84E-07,0.214087,1.33603,-0.4,0.2,-0.3,0.1
6.48E-07,0.214087,1.23937,-0.2,-0.4,-0.3,0.1
6.04E-07,0.214087,1.33832,-0.2,0.4,-0.3,0.1
8.21E-07,0.214087,1.33603,0.4,-0.2,-0.3,0.1
2.65E-06,0.214087,1.15029,-0.1,0.1,-0.3,0.5
2.45E-06,0.214087,1.15029,0.1,-0.1,-0.3,0.5
2.62E-06,0.214087,1.23052,-0.2,-0.2,-0.1,-0.5
2.12E-06,0.214087,1.3366,-0.2,0.2,-0.1,-0.5
2.23E-06,0.214087,1.3366,0.2,-0.2,-0.1,-0.5
2.17E-06,0.214087,1.23052,0.2,0.2,-0.1,-0.5
5.37E-07,0.214087,1.271,-0.4,-0.2,-0.1,-0.3
8.21E-07,0.214087,1.33603,-0.4,0.2,-0.1,-0.3
7.52E-07,0.214087,1.23937,-0.2,-0.4,-0.1,-0.3
7.43E-07,0.214087,1.33832,-0.2,0.4,-0.1,-0.3
6.48E-07,0.214087,1.23937,0.2,0.4,-0.1,-0.3
8.84E-07,0.214087,1.33603,0.4,-0.2,-0.1,-0.3
1.16E-06,0.214087,1.16158,-0.5,-0.1,-0.1,-0.1
1.16E-06,0.214087,1.16158,-0.5,0.1,-0.1,-0.1
9.16E-07,0.214087,1.20114,-0.1,-0.5,-0.1,-0.1
8.98E-07,0.214087,1.20114,0.1,-0.5,-0.1,-0.1
7.48E-07,0.214087,1.16158,-0.5,-0.1,-0.1,0.1
7.48E-07,0.214087,1.16158,-0.5,0.1,-0.1,0.1
8.98E-07,0.214087,1.20114,-0.1,-0.5,-0.1,0.1
9.16E-07,0.214087,1.20114,0.1,-0.5,-0.1,0.1
8.84E-07,0.214087,1.33603,-0.4,-0.2,-0.1,0.3
5.65E-07,0.214087,1.271,-0.4,0.2,-0.1,0.3
6.04E-07,0.214087,1.33832,-0.2,-0.4,-0.1,0.3
6.48E-07,0.214087,1.23937,-0.2,0.4,-0.1,0.3
7.43E-07,0.214087,1.33832,0.2,0.4,-0.1,0.3
5.37E-07,0.214087,1.271,0.4,-0.2,-0.1,0.3
2.23E-06,0.214087,1.3366,-0.2,-0.2,-0.1,0.5
2.17E-06,0.214087,1.23052,-0.2,0.2,-0.1,0.5
2.62E-06,0.214087,1.23052,0.2,-0.2,-0.1,0.5
2.23E-06,0.214087,1.3366,-0.2,-0.2,0.1,-0.5
2.17E-06,0.214087,1.23052,-0.2,0.2,0.1,-0.5
2.62E-06,0.214087,1.23052,0.2,-0.2,0.1,-0.5
2.12E-06,0.214087,1.3366,0.2,0.2,0.1,-0.5
8.84E-07,0.214087,1.33603,-0.4,-0.2,0.1,-0.3
5.65E-07,0.214087,1.271,-0.4,0.2,0.1,-0.3
6.04E-07,0.214087,1.33832,-0.2,-0.4,0.1,-0.3
6.48E-07,0.214087,1.23937,-0.2,0.4,0.1,-0.3
7.43E-07,0.214087,1.33832,0.2,0.4,0.1,-0.3
5.37E-07,0.214087,1.271,0.4,-0.2,0.1,-0.3
7.48E-07,0.214087,1.16158,-0.5,-0.1,0.1,-0.1
7.48E-07,0.214087,1.16158,-0.5,0.1,0.1,-0.1
8.98E-07,0.214087,1.20114,-0.1,-0.5,0.1,-0.1
9.16E-07,0.214087,1.20114,0.1,-0.5,0.1,-0.1
1.16E-06,0.214087,1.16158,-0.5,-0.1,0.1,0.1
1.16E-06,0.214087,1.16158,-0.5,0.1,0.1,0.1
9.16E-07,0.214087,1.20114,-0.1,-0.5,0.1,0.1
8.98E-07,0.214087,1.20114,0.1,-0.5,0.1,0.1
5.37E-07,0.214087,1.271,-0.4,-0.2,0.1,0.3
8.21E-07,0.214087,1.33603,-0.4,0.2,0.1,0.3
7.52E-07,0.214087,1.23937,-0.2,-0.4,0.1,0.3
7.43E-07,0.214087,1.33832,-0.2,0.4,0.1,0.3
6.48E-07,0.214087,1.23937,0.2,0.4,0.1,0.3
8.84E-07,0.214087,1.33603,0.4,-0.2,0.1,0.3
2.62E-06,0.214087,1.23052,-0.2,-0.2,0.1,0.5
2.12E-06,0.214087,1.3366,-0.2,0.2,0.1,0.5
2.23E-06,0.214087,1.3366,0.2,-0.2,0.1,0.5
2.65E-06,0.214087,1.15029,-0.1,0.1,0.3,-0.5
2.45E-06,0.214087,1.15029,0.1,-0.1,0.3,-0.5
2.57E-06,0.214087,1.24237,0.1,0.1,0.3,-0.5
5.65E-07,0.214087,1.271,-0.4,-0.2,0.3,-0.1
8.84E-07,0.214087,1.33603,-0.4,0.2,0.3,-0.1
6.48E-07,0.214087,1.23937,-0.2,-0.4,0.3,-0.1
6.04E-07,0.214087,1.33832,-0.2,0.4,0.3,-0.1
8.21E-07,0.214087,1.33603,0.4,-0.2,0.3,-0.1
8.21E-07,0.214087,1.33603,-0.4,-0.2,0.3,0.1
5.37E-07,0.214087,1.271,-0.4,0.2,0.3,0.1
7.43E-07,0.214087,1.33832,-0.2,-0.4,0.3,0.1
6.04E-07,0.214087,1.33832,0.2,0.4,0.3,0.1
5.65E-07,0.214087,1.271,0.4,-0.2,0.3,0.1
2.45E-06,0.214087,1.15029,-0.1,-0.1,0.3,0.5
2.57E-06,0.214087,1.24237,-0.1,0.1,0.3,0.5
2.73E-06,0.214087,1.24237,-0.1,0.1,0.5,-0.3
2.57E-06,0.214087,1.24237,0.1,-0.1,0.5,-0.3
2.45E-06,0.214087,1.15029,0.1,0.1,0.5,-0.3
2.23E-06,0.214087,1.3366,-0.2,0.2,0.5,-0.1
2.57E-06,0.214087,1.24237,-0.1,-0.1,0.5,0.3
2.45E-06,0.214087,1.15029,-0.1,0.1,0.5,0.3
1.04E-06,0.215058,1.35172,-0.3,-0.3,-0.3,-0.2
6.49E-07,0.215058,1.28525,-0.3,0.3,-0.3,-0.2
7.36E-07,0.215058,1.35172,-0.3,0.3,-0.3,0.2
1.04E-06,0.215058,1.35172,0.3,-0.3,-0.3,0.2
6.49E-07,0.215058,1.28525,-0.3,-0.3,-0.2,-0.3
1.04E-06,0.215058,1.35172,-0.3,0.3,-0.2,-0.3
7.36E-07,0.215058,1.35172,0.3,-0.3,-0.2,-0.3
7.36E-07,0.215058,1.35172,-0.3,-0.3,-0.2,0.3
5.55E-07,0.215058,1.28525,-0.3,0.3,-0.2,0.3
6.49E-07,0.215058,1.28525,0.3,-0.3,-0.2,0.3
7.36E-07,0.215058,1.35172,-0.3,-0.3,0.2,-0.3
5.55E-07,0.215058,1.28525,-0.3,0.3,0.2,-0.3
6.49E-07,0.215058,1.28525,0.3,-0.3,0.2,-0.3
6.49E-07,0.215058,1.28525,-0.3,-0.3,0.2,0.3
1.04E-06,0.215058,1.35172,-0.3,0.3,0.2,0.3
7.36E-07,0.215058,1.35172,0.3,-0.3,0.2,0.3
7.36E-07,0.215058,1.35172,-0.3,0.3,0.3,-0.2
1.04E-06,0.215058,1.35172,0.3,-0.3,0.3,-0.2
1.04E-06,0.215058,1.35172,-0.3,-0.3,0.3,0.2
6.49E-07,0.215058,1.28525,-0.3,0.3,0.3,0.2
1.22E-06,0.216025,1.37184,-0.3,-0.2,-0.4,-0.2
1.25E-06,0.216025,1.37872,-0.2,-0.3,-0.4,-0.2
1.52E-06,0.216025,1.37872,0.2,0.3,-0.4,-0.2
1.23E-06,0.216025,1.37184,-0.3,0.2,-0.4,0.2
1.52E-06,0.216025,1.37872,-0.2,0.3,-0.4,0.2
1.25E-06,0.216025,1.37872,0.2,-0.3,-0.4,0.2
1.22E-06,0.216025,1.37184,0.3,-0.2,-0.4,0.2
1.55E-06,0.216025,1.20575,-0.3,-0.2,-0.2,-0.4
1.22E-06,0.216025,1.37184,-0.3,0.2,-0.2,-0.4
1.26E-06,0.216025,1.26146,-0.2,-0.3,-0.2,-0.4
1.25E-06,0.216025,1.37872,-0.2,0.3,-0.2,-0.4
9.57E-07,0.216025,1.26146,0.2,0.3,-0.2,-0.4
9.57E-07,0.216025,1.26146,-0.2,0.3,-0.2,0.4
1.26E-06,0.216025,1.26146,0.2,-0.3,-0.2,0.4
1.25E-06,0.216025,1.37872,0.2,0.3,-0.2,0.4
1.55E-06,0.216025,1.20575,0.3,-0.2,-0.2,0.4
9.57E-07,0.216025,1.26146,-0.2,0.3,0.2,-0.4
1.26E-06,0.216025,1.26146,0.2,-0.3,0.2,-0.4
1.25E-06,0.216025,1.37872,0.2,0.3,0.2,-0.4
1.55E-06,0.216025,1.20575,0.3,-0.2,0.2,-0.4
1.55E-06,0.216025,1.20575,-0.3,-0.2,0.2,0.4
1.22E-06,0.216025,1.37184,-0.3,0.2,0.2,0.4
1.26E-06,0.216025,1.26146,-0.2,-0.3,0.2,0.4
1.25E-06,0.216025,1.37872,-0.2,0.3,0.2,0.4
9.57E-07,0.216025,1.26146,0.2,0.3,0.2,0.4
1.23E-06,0.216025,1.37184,-0.3,0.2,0.4,-0.2
1.52E-06,0.216025,1.37872,-0.2,0.3,0.4,-0.2
1.25E-06,0.216025,1.37872,0.2,-0.3,0.4,-0.2
1.22E-06,0.216025,1.37184,0.3,-0.2,0.4,-0.2
1.22E-06,0.216025,1.37184,-0.3,-0.2,0.4,0.2
1.25E-06,0.216025,1.37872,-0.2,-0.3,0.4,0.2
1.52E-06,0.216025,1.37872,0.2,0.3,0.4,0.2
2.07E-06,0.218899,1.38466,0.1,0.3,-0.4,-0.3
2.07E-06,0.218899,1.38466,-0.1,0.3,-0.4,0.3
2.23E-06,0.218899,1.36336,-0.1,-0.3,-0.3,-0.4
1.93E-06,0.218899,1.38466,-0.1,0.3,-0.3,-0.4
2.06E-06,0.218899,1.36336,0.1,0.3,-0.3,-0.4
2.06E-06,0.218899,1.36336,-0.1,0.3,-0.3,0.4
2.23E-06,0.218899,1.36336,0.1,-0.3,-0.3,0.4
1.93E-06,0.218899,1.38466,0.1,0.3,-0.3,0.4
4.54E-07,0.218899,1.30097,-0.4,-0.3,-0.2,-0.1
6.65E-07,0.218899,1.20809,-0.4,0.3,-0.2,-0.1
8.23E-07,0.218899,1.30589,-0.3,-0.4,-0.2,-0.1
5.97E-07,0.218899,1.24731,-0.3,0.4,-0.2,-0.1
7.57E-07,0.218899,1.30589,0.3,0.4,-0.2,-0.1
6.10E-07,0.218899,1.20809,0.4,-0.3,-0.2,-0.1
6.10E-07,0.218899,1.20809,-0.4,-0.3,-0.2,0.1
4.72E-07,0.218899,1.30097,-0.4,0.3,-0.2,0.1
6.16E-07,0.218899,1.24731,-0.3,-0.4,-0.2,0.1
7.57E-07,0.218899,1.30589,-0.3,0.4,-0.2,0.1
5.97E-07,0.218899,1.24731,0.3,0.4,-0.2,0.1
4.54E-07,0.218899,1.30097,0.4,-0.3,-0.2,0.1
6.65E-07,0.218899,1.20809,-0.4,-0.3,-0.1,-0.2
4.54E-07,0.218899,1.30097,-0.4,0.3,-0.1,-0.2
5.97E-07,0.218899,1.24731,-0.3,-0.4,-0.1,-0.2
8.23E-07,0.218899,1.30589,-0.3,0.4,-0.1,-0.2
6.16E-07,0.218899,1.24731,0.3,0.4,-0.1,-0.2
4.72E-07,0.218899,1.30097,0.4,-0.3,-0.1,-0.2
4.72E-07,0.218899,1.30097,-0.4,-0.3,-0.1,0.2
6.10E-07,0.218899,1.20809,-0.4,0.3,-0.1,0.2
7.57E-07,0.218899,1.30589,-0.3,-0.4,-0.1,0.2
6.16E-07,0.218899,1.24731,-0.3,0.4,-0.1,0.2
8.23E-07,0.218899,1.30589,0.3,0.4,-0.1,0.2
6.65E-07,0.218899,1.20809,0.4,-0.3,-0.1,0.2
4.72E-07,0.218899,1.30097,-0.4,-0.3,0.1,-0.2
6.10E-07,0.218899,1.20809,-0.4,0.3,0.1,-0.2
7.57E-07,0.218899,1.30589,-0.3,-0.4,0.1,-0.2
6.16E-07,0.218899,1.24731,-0.3,0.4,0.1,-0.2
8.23E-07,0.218899,1.30589,0.3,0.4,0.1,-0.2
6.65E-07,0.218899,1.20809,0.4,-0.3,0.1,-0.2
6.65E-07,0.218899,1.20809,-0.4,-0.3,0.1,0.2
4.54E-07,0.218899,1.30097,-0.4,0.3,0.1,0.2
5.97E-07,0.218899,1.24731,-0.3,-0.4,0.1,0.2
8.23E-07,0.218899,1.30589,-0.3,0.4,0.1,0.2
6.16E-07,0.218899,1.24731,0.3,0.4,0.1,0.2
4.72E-07,0.218899,1.30097,0.4,-0.3,0.1,0.2
6.10E-07,0.218899,1.20809,-0.4,-0.3,0.2,-0.1
4.72E-07,0.218899,1.30097,-0.4,0.3,0.2,-0.1
6.16E-07,0.218899,1.24731,-0.3,-0.4,0.2,-0.1
7.57E-07,0.218899,1.30589,-0.3,0.4,0.2,-0.1
5.97E-07,0.218899,1.24731,0.3,0.4,0.2,-0.1
4.54E-07,0.218899,1.30097,0.4,-0.3,0.2,-0.1
4.54E-07,0.218899,1.30097,-0.4,-0.3,0.2,0.1
6.65E-07,0.218899,1.20809,-0.4,0.3,0.2,0.1
8.23E-07,0.218899,1.30589,-0.3,-0.4,0.2,0.1
5.97E-07,0.218899,1.24731,-0.3,0.4,0.2,0.1
7.57E-07,0.218899,1.30589,0.3,0.4,0.2,0.1
6.10E-07,0.218899,1.20809,0.4,-0.3,0.2,0.1
2.06E-06,0.218899,1.36336,-0.1,0.3,0.3,-0.4
2.23E-06,0.218899,1.36336,0.1,-0.3,0.3,-0.4
1.93E-06,0.218899,1.38466,0.1,0.3,0.3,-0.4
2.23E-06,0.218899,1.36336,-0.1,-0.3,0.3,0.4
1.93E-06,0.218899,1.38466,-0.1,0.3,0.3,0.4
2.06E-06,0.218899,1.36336,0.1,0.3,0.3,0.4
2.07E-06,0.218899,1.38466,-0.1,0.3,0.4,-0.3
2.07E-06,0.218899,1.38466,0.1,0.3,0.4,0.3
3.42E-06,0.219848,1.24306,-0.2,-0.1,-0.4,-0.4
2.96E-06,0.219848,1.32323,-0.1,-0.2,-0.4,-0.4
2.90E-06,0.219848,1.32323,0.1,0.2,-0.4,-0.4
2.90E-06,0.219848,1.32323,-0.1,0.2,-0.4,0.4
2.96E-06,0.219848,1.32323,0.1,-0.2,-0.4,0.4
3.42E-06,0.219848,1.24306,0.2,-0.1,-0.4,0.4
2.90E-06,0.219848,1.32323,-0.1,0.2,0.4,-0.4
2.96E-06,0.219848,1.32323,0.1,-0.2,0.4,-0.4
3.42E-06,0.219848,1.24306,0.2,-0.1,0.4,-0.4
3.42E-06,0.219848,1.24306,-0.2,-0.1,0.4,0.4
2.96E-06,0.219848,1.32323,-0.1,-0.2,0.4,0.4
2.90E-06,0.219848,1.32323,0.1,0.2,0.4,0.4
1.90E-06,0.221736,1.39276,-0.3,-0.1,-0.5,-0.1
1.50E-06,0.221736,1.39276,-0.3,0.1,-0.5,0.1
1.90E-06,0.221736,1.39276,0.3,-0.1,-0.5,0.1
1.85E-06,0.221736,1.3548,-0.3,-0.1,-0.1,-0.5
2.05E-06,0.221736,1.24586,-0.1,-0.3,-0.1,-0.5
2.17E-06,0.221736,1.3401,-0.1,0.3,-0.1,-0.5
2.72E-06,0.221736,1.3401,0.1,-0.3,-0.1,-0.5
2.09E-06,0.221736,1.24586,0.1,0.3,-0.1,-0.5
2.72E-06,0.221736,1.3401,-0.1,-0.3,-0.1,0.5
2.09E-06,0.221736,1.24586,-0.1,0.3,-0.1,0.5
2.05E-06,0.221736,1.24586,0.1,-0.3,-0.1,0.5
2.17E-06,0.221736,1.3401,0.1,0.3,-0.1,0.5
1.85E-06,0.221736,1.3548,0.3,-0.1,-0.1,0.5
2.72E-06,0.221736,1.3401,-0.1,-0.3,0.1,-0.5
2.09E-06,0.221736,1.24586,-0.1,0.3,0.1,-0.5
2.05E-06,0.221736,1.24586,0.1,-0.3,0.1,-0.5
2.17E-06,0.221736,1.3401,0.1,0.3,0.1,-0.5
1.85E-06,0.221736,1.3548,0.3,-0.1,0.1,-0.5
1.85E-06,0.221736,1.3548,-0.3,-0.1,0.1,0.5
2.05E-06,0.221736,1.24586,-0.1,-0.3,0.1,0.5
2.17E-06,0.221736,1.3401,-0.1,0.3,0.1,0.5
2.72E-06,0.221736,1.3401,0.1,-0.3,0.1,0.5
